training_losses,training_recalls
0.6083672,0.32421875
0.6089322,0.28125
0.6211053,0.22265625
0.61393166,0.31640625
0.6114639,0.28515625
0.6098125,0.3203125
0.6057419,0.34375
0.60870594,0.2734375
0.6186669,0.30078125
0.61206865,0.28125
0.6128029,0.30078125
0.60277045,0.3515625
0.60313714,0.37890625
0.6024488,0.35546875
0.6154649,0.3046875
0.6081853,0.3359375
0.6178879,0.265625
0.6138908,0.22265625
0.6036559,0.39453125
0.61504585,0.3359375
0.6033732,0.3359375
0.61226225,0.30078125
0.6121533,0.30078125
0.6063224,0.328125
0.60739064,0.35546875
0.60804975,0.30078125
0.6098872,0.33984375
0.60634774,0.34375
0.6049955,0.3515625
0.6050197,0.3515625
0.59922874,0.3671875
0.60670495,0.359375
0.6141789,0.26953125
0.60277915,0.38671875
0.61370754,0.2734375
0.6133938,0.3203125
0.6191343,0.2578125
0.6132698,0.33984375
0.61017907,0.31640625
0.6131121,0.32421875
0.6139728,0.3828125
0.6027363,0.3515625
0.61846817,0.2890625
0.60736465,0.3359375
0.60963434,0.296875
0.6079048,0.34765625
0.61482716,0.26953125
0.60848004,0.37109375
0.6005478,0.3515625
0.6028237,0.421875
0.6064222,0.30078125
0.61197627,0.3359375
0.6224167,0.29296875
0.60220075,0.3515625
0.6074686,0.3125
0.5987135,0.3515625
0.6113244,0.29296875
0.6052362,0.36328125
0.5981697,0.4140625
0.60869396,0.3515625
0.60570264,0.34375
0.6075518,0.328125
0.61534804,0.23828125
0.614301,0.31640625
0.60499644,0.37890625
0.6169487,0.3203125
0.6097507,0.36328125
0.6040591,0.37890625
0.6113486,0.37890625
0.61351526,0.2890625
0.60076016,0.35546875
0.608233,0.40625
0.618837,0.3125
0.60774857,0.3125
0.6144828,0.3203125
0.59256625,0.3203125
0.60852635,0.30859375
0.61538875,0.35546875
0.6034118,0.3984375
0.6176477,0.28125
0.6167228,0.21875
0.6080439,0.34375
0.60934234,0.265625
0.60526717,0.30859375
0.6035001,0.3828125
0.5995102,0.3984375
0.6132028,0.296875
0.6128788,0.3203125
0.59747577,0.37890625
0.60378385,0.3359375
0.60569394,0.37890625
0.62045825,0.28515625
0.60316133,0.296875
0.60970604,0.32421875
0.6041782,0.3359375
0.6116501,0.2734375
0.60607326,0.36328125
0.59676653,0.359375
0.6126082,0.27734375
0.6091315,0.25390625
0.6067071,0.3828125
0.5991795,0.37890625
0.5913563,0.4140625
0.5922495,0.3515625
0.5907968,0.46484375
0.59858143,0.3984375
0.5985751,0.35546875
0.6063242,0.34375
0.59642124,0.3828125
0.60474825,0.33984375
0.6057919,0.3671875
0.5987162,0.33984375
0.6053072,0.3203125
0.60008806,0.41796875
0.60930735,0.3671875
0.6008292,0.390625
0.6010803,0.375
0.6028537,0.33203125
0.60196483,0.34375
0.60251623,0.40234375
0.6018722,0.40625
0.59638643,0.3671875
0.6065228,0.3046875
0.60374105,0.359375
0.5909457,0.40625
0.6052805,0.33203125
0.60445195,0.36328125
0.60226786,0.37890625
0.6021078,0.328125
0.60202134,0.33984375
0.60932016,0.30078125
0.5946655,0.38671875
0.6022612,0.3984375
0.60084015,0.4453125
0.6036047,0.359375
0.60156405,0.3671875
0.6028985,0.3671875
0.60372293,0.36328125
0.60102415,0.42578125
0.6115352,0.33984375
0.6004682,0.3984375
0.5934963,0.4921875
0.59827155,0.34375
0.59553087,0.37109375
0.59832,0.3359375
0.6099788,0.39453125
0.59840596,0.3359375
0.596249,0.45703125
0.59546363,0.375
0.5993506,0.36328125
0.60076445,0.3515625
0.6057813,0.33984375
0.6060301,0.328125
0.61101586,0.28125
0.60520136,0.375
0.5971317,0.3984375
0.598618,0.40625
0.61186576,0.359375
0.6001167,0.3515625
0.60365653,0.3671875
0.60378945,0.37109375
0.60031927,0.3515625
0.60201937,0.36328125
0.6113607,0.34765625
0.5900746,0.41015625
0.6004706,0.40625
0.5995555,0.35546875
0.6000601,0.37109375
0.6041525,0.39453125
0.60200506,0.375
0.6036449,0.3671875
0.60787845,0.3125
0.6160744,0.30859375
0.5963479,0.484375
0.6036701,0.390625
0.60602903,0.3359375
0.59478515,0.3984375
0.6005126,0.41796875
0.5961825,0.359375
0.5987821,0.4140625
0.6005242,0.37109375
0.6001526,0.390625
0.61465585,0.37890625
0.59653664,0.39453125
0.60349333,0.3984375
0.5981835,0.33203125
0.60142016,0.32421875
0.60910773,0.3203125
0.6067817,0.4296875
0.6090937,0.38671875
0.595747,0.38671875
0.59925735,0.359375
0.6025077,0.36328125
0.6057064,0.33203125
0.6036767,0.35546875
0.60652196,0.375
0.59304816,0.44921875
0.61106944,0.31640625
0.61044294,0.37890625
0.60499704,0.3359375
0.5983424,0.34375
0.6002536,0.3984375
0.60329175,0.33984375
0.6052066,0.328125
0.6039096,0.3515625
0.59853536,0.33984375
0.5871574,0.45703125
0.5980026,0.375
0.58957106,0.47265625
0.60334027,0.328125
0.6030483,0.3515625
0.5976462,0.36328125
0.60080457,0.3984375
0.59210384,0.41796875
0.59728634,0.35546875
0.60810494,0.36328125
0.6042025,0.33203125
0.6042837,0.40625
0.6028495,0.3515625
0.60146606,0.31640625
0.59956586,0.37109375
0.5962052,0.421875
0.6061872,0.33203125
0.5982144,0.34765625
0.6040506,0.37109375
0.59355175,0.40234375
0.60487485,0.328125
0.59048074,0.37890625
0.60047114,0.3828125
0.5991111,0.30078125
0.60707295,0.36328125
0.60077196,0.3984375
0.60857147,0.32421875
0.6060289,0.328125
0.6034696,0.3984375
0.60572934,0.32421875
0.60279834,0.33203125
0.61030126,0.3203125
0.6080595,0.2734375
0.58610046,0.43359375
0.598377,0.4609375
0.6063163,0.3046875
0.59830093,0.375
0.59787184,0.37109375
0.5925629,0.33984375
0.6007261,0.34375
0.5930675,0.3828125
0.6053965,0.37890625
0.600886,0.46484375
0.5918212,0.375
0.6011366,0.37890625
0.5838604,0.46875
0.61406773,0.34375
0.6015172,0.34765625
0.6132563,0.3828125
0.59984875,0.4140625
0.5964095,0.3984375
0.60047287,0.33203125
0.6029719,0.36328125
0.6009705,0.39453125
0.60266954,0.3046875
0.5994444,0.375
0.5968183,0.36328125
0.5964046,0.37109375
0.59760123,0.359375
0.59455454,0.30078125
0.5993831,0.4375
0.6048839,0.3671875
0.60569155,0.3515625
0.605731,0.359375
0.5991049,0.38671875
0.6006992,0.4140625
0.5982569,0.3203125
0.6036612,0.33984375
0.5977013,0.34765625
0.60375017,0.26953125
0.60427,0.35546875
0.6002859,0.41015625
0.59319174,0.34765625
0.6028078,0.30859375
0.59567547,0.42578125
0.5959668,0.40625
0.6069315,0.3515625
0.59635305,0.3359375
0.591204,0.43359375
0.59923255,0.38671875
0.589471,0.4140625
0.59074175,0.40234375
0.5989645,0.421875
0.60087925,0.36328125
0.6037054,0.3671875
0.5906117,0.41796875
0.60547554,0.328125
0.603615,0.40625
0.5945087,0.44140625
0.5974022,0.3984375
0.5964937,0.3203125
0.60148865,0.34375
0.5959897,0.4375
0.6008619,0.375
0.59775627,0.32421875
0.6007426,0.37890625
0.59491587,0.41015625
0.5988458,0.3671875
0.6009809,0.3359375
0.61159307,0.27734375
0.5990908,0.42578125
0.59402657,0.4453125
0.6002902,0.30078125
0.59365857,0.37109375
0.58866876,0.44140625
0.59563565,0.37890625
0.60046613,0.34765625
0.5992193,0.32421875
0.6017181,0.36328125
0.5938138,0.4140625
0.6070527,0.28515625
0.5952445,0.3828125
0.6054838,0.36328125
0.6020469,0.421875
0.5993844,0.37109375
0.59929585,0.359375
0.5952858,0.42578125
0.59568363,0.359375
0.6104393,0.30078125
0.593555,0.37890625
0.60956544,0.3984375
0.6109885,0.33203125
0.5916724,0.3359375
0.59614706,0.40625
0.5971727,0.390625
0.602996,0.359375
0.59107375,0.45703125
0.5905604,0.375
0.59075224,0.43359375
0.5881015,0.37109375
0.5912453,0.38671875
0.5942697,0.40625
0.5917853,0.38671875
0.5968915,0.3828125
0.5984351,0.3671875
0.59779257,0.34765625
0.5973164,0.37890625
0.58797413,0.390625
0.6046562,0.29296875
0.59204435,0.375
0.5906359,0.35546875
0.598649,0.39453125
0.59543097,0.30859375
0.5869876,0.4609375
0.59802926,0.39453125
0.59909683,0.4140625
0.58697635,0.390625
0.5957999,0.37890625
0.5982683,0.328125
0.5874671,0.484375
0.5912572,0.4140625
0.58989096,0.4375
0.58955026,0.4140625
0.5922578,0.41796875
0.5817652,0.44921875
0.5966219,0.38671875
0.60053694,0.359375
0.60100585,0.36328125
0.6098361,0.35546875
0.6011478,0.37890625
0.5893969,0.37890625
0.59211254,0.3671875
0.6044054,0.359375
0.601828,0.28515625
0.5862229,0.421875
0.5946137,0.3984375
0.60646796,0.30078125
0.5953007,0.4140625
0.5875434,0.44140625
0.5894322,0.43359375
0.5916084,0.390625
0.59532976,0.3515625
0.5918072,0.4375
0.6015523,0.34375
0.58716136,0.41015625
0.59605277,0.41796875
0.59395945,0.34375
0.59032273,0.4375
0.58867824,0.41015625
0.59270763,0.37890625
0.5871923,0.44140625
0.60313135,0.30859375
0.58825266,0.390625
0.5993508,0.40625
0.5920443,0.45703125
0.59581375,0.3984375
0.5842965,0.37890625
0.5866202,0.41796875
0.5994533,0.35546875
0.5871901,0.40234375
0.58881116,0.3515625
0.5911491,0.39453125
0.5873598,0.484375
0.5890704,0.45703125
0.5897799,0.421875
0.5922327,0.41015625
0.58388674,0.44140625
0.5946075,0.39453125
0.60041606,0.26953125
0.58279204,0.48046875
0.59588444,0.34375
0.5907929,0.3359375
0.59970695,0.359375
0.5949341,0.38671875
0.5973399,0.42578125
0.600003,0.32421875
0.5910896,0.35546875
0.591848,0.33984375
0.59795713,0.33984375
0.5983362,0.375
0.5809417,0.44140625
0.58576906,0.44921875
0.58224976,0.44921875
0.59460837,0.390625
0.5959591,0.30859375
0.584897,0.4921875
0.58242416,0.4921875
0.588371,0.421875
0.5966643,0.37890625
0.5935182,0.42578125
0.59134096,0.46484375
0.5898622,0.4765625
0.5956609,0.390625
0.6043081,0.328125
0.58909035,0.4140625
0.5902228,0.39453125
0.5984981,0.33984375
0.58712256,0.453125
0.59441817,0.296875
0.5946104,0.37890625
0.58624256,0.40625
0.59470224,0.40625
0.58372843,0.39453125
0.59543484,0.36328125
0.58908415,0.375
0.59295774,0.41015625
0.59744596,0.3828125
0.59492266,0.37890625
0.58712286,0.38671875
0.594643,0.375
0.5987363,0.3203125
0.58981264,0.41796875
0.60725164,0.30078125
0.59759235,0.38671875
0.58596635,0.546875
0.59126955,0.3671875
0.59297144,0.4765625
0.59900796,0.359375
0.58878696,0.39453125
0.59530103,0.41796875
0.59169567,0.3515625
0.59719205,0.44140625
0.5858548,0.39453125
0.5911324,0.390625
0.5884472,0.3359375
0.5874892,0.38671875
0.6027705,0.30859375
0.5943836,0.34765625
0.5860589,0.40625
0.59295267,0.40234375
0.58875257,0.45703125
0.5908622,0.4296875
0.5891988,0.4296875
0.5936889,0.38671875
0.58385575,0.42578125
0.5917453,0.3671875
0.5936513,0.43359375
0.5896137,0.4765625
0.5948657,0.38671875
0.5869795,0.40234375
0.58631766,0.5
0.58432925,0.5
0.60268927,0.32421875
0.5941623,0.4765625
0.59555805,0.44921875
0.58784276,0.46875
0.5969477,0.39453125
0.59877956,0.359375
0.5946914,0.38671875
0.5887866,0.44921875
0.59802485,0.34765625
0.5986062,0.41015625
0.59270394,0.37109375
0.5942143,0.3671875
0.59679985,0.37890625
0.5776365,0.515625
0.5847843,0.44921875
0.5861602,0.45703125
0.5807041,0.484375
0.5936791,0.41015625
0.5878381,0.484375
0.5964377,0.38671875
0.58263487,0.37109375
0.59276843,0.390625
0.59391046,0.390625
0.5894451,0.44921875
0.58588386,0.48046875
0.5913209,0.37109375
0.5868809,0.38671875
0.59424806,0.3515625
0.5955869,0.33203125
0.59219706,0.41796875
0.5950528,0.3828125
0.5842782,0.48046875
0.5764955,0.4609375
0.5897777,0.37109375
0.59184784,0.45703125
0.59513545,0.3515625
0.5869925,0.47265625
0.6015375,0.30859375
0.59625244,0.36328125
0.591237,0.4609375
0.58857393,0.484375
0.58901775,0.42578125
0.59100115,0.40625
0.5809634,0.48046875
0.58984977,0.37890625
0.59070146,0.375
0.5859227,0.4140625
0.58747154,0.46875
0.59180695,0.375
0.5879275,0.4140625
0.5951311,0.40234375
0.5875653,0.390625
0.58627075,0.42578125
0.59024405,0.375
0.59397244,0.38671875
0.58847296,0.42578125
0.59643245,0.3984375
0.59582484,0.375
0.6044036,0.37890625
0.5829291,0.44140625
0.59167385,0.42578125
0.60090137,0.37890625
0.58867717,0.41015625
0.5915584,0.4765625
0.6019668,0.31640625
0.6002991,0.33984375
0.59773326,0.33984375
0.59246624,0.37109375
0.5949148,0.37890625
0.59204227,0.40625
0.5990513,0.3046875
0.5856861,0.49609375
0.57909936,0.4921875
0.58995676,0.41796875
0.5911678,0.3984375
0.58980536,0.44140625
0.5994601,0.3515625
0.5957254,0.375
0.59261155,0.39453125
0.59225845,0.3671875
0.5793909,0.4921875
0.5965733,0.3359375
0.59485424,0.3515625
0.5796833,0.4921875
0.5820821,0.421875
0.59609914,0.359375
0.59612757,0.37890625
0.5856708,0.45703125
0.5788561,0.546875
0.5823885,0.53125
0.5954419,0.39453125
0.5899819,0.46484375
0.59690464,0.35546875
0.59113413,0.41015625
0.5939201,0.41015625
0.58436036,0.48046875
0.5957387,0.32421875
0.5928571,0.42578125
0.59440196,0.3984375
0.58132434,0.4921875
0.5902263,0.50390625
0.59011775,0.3828125
0.5972581,0.45703125
0.5862433,0.41015625
0.5926648,0.32421875
0.56905085,0.5
0.57534474,0.35546875
0.56714493,0.44140625
0.5663899,0.42578125
0.57250404,0.390625
0.5696695,0.48046875
0.57111347,0.46484375
0.57552624,0.4296875
0.5631186,0.46484375
0.5644045,0.515625
0.5694708,0.39453125
0.5669626,0.4375
0.57073253,0.3515625
0.5679902,0.4296875
0.5661926,0.42578125
0.56630766,0.4609375
0.58045936,0.36328125
0.56971943,0.4765625
0.5593995,0.51953125
0.5745101,0.359375
0.5757588,0.41015625
0.57655644,0.41015625
0.5665459,0.41015625
0.5655031,0.4921875
0.56400084,0.4765625
0.5672476,0.44140625
0.56593084,0.40234375
0.5666043,0.4453125
0.5717079,0.4296875
0.5748402,0.37109375
0.56551284,0.51171875
0.5656952,0.4296875
0.56670845,0.46875
0.56942147,0.46875
0.57617325,0.375
0.57032776,0.40234375
0.57278574,0.46484375
0.56592476,0.4453125
0.5714011,0.4375
0.5603826,0.49609375
0.5688481,0.39453125
0.56754637,0.42578125
0.5733657,0.38671875
0.55853057,0.51953125
0.5713967,0.44921875
0.5630912,0.453125
0.5709668,0.41015625
0.5796353,0.3515625
0.57414395,0.4140625
0.57380784,0.39453125
0.5670464,0.390625
0.5681424,0.45703125
0.5619682,0.48828125
0.57663536,0.390625
0.56641424,0.45703125
0.57931185,0.41015625
0.567858,0.40234375
0.5742843,0.3984375
0.5604492,0.46875
0.5760131,0.3515625
0.5722585,0.37890625
0.5647246,0.46484375
0.5720738,0.3671875
0.57432413,0.4375
0.5730497,0.40234375
0.5692611,0.3984375
0.5680771,0.453125
0.57029736,0.45703125
0.5752303,0.39453125
0.5677239,0.46875
0.568256,0.45703125
0.56803286,0.45703125
0.56854653,0.38671875
0.5745785,0.37890625
0.5687562,0.41015625
0.57206845,0.37890625
0.5667341,0.4140625
0.5750891,0.48828125
0.57361263,0.44921875
0.5615518,0.5
0.5655892,0.42578125
0.5729235,0.4921875
0.5618447,0.4765625
0.5691277,0.46484375
0.56350833,0.43359375
0.57750463,0.39453125
0.57401866,0.37109375
0.57796407,0.3828125
0.57032955,0.41015625
0.5747024,0.38671875
0.5673075,0.42578125
0.5719823,0.36328125
0.5785915,0.421875
0.563738,0.4609375
0.5741687,0.5
0.56437564,0.45703125
0.5649067,0.375
0.57009566,0.375
0.57119817,0.4765625
0.5694077,0.41796875
0.5690055,0.4375
0.5622147,0.51171875
0.56386137,0.484375
0.56119365,0.4609375
0.5719501,0.40625
0.56732994,0.47265625
0.575732,0.3671875
0.56770986,0.4765625
0.5724265,0.421875
0.5724973,0.42578125
0.56987935,0.4375
0.57819617,0.44921875
0.5632802,0.484375
0.563748,0.53515625
0.5690855,0.47265625
0.5724788,0.43359375
0.5625886,0.40625
0.57112944,0.453125
0.56753933,0.49609375
0.57122695,0.3984375
0.5714168,0.51171875
0.5647478,0.4375
0.56522286,0.43359375
0.5752413,0.5
0.56186414,0.4453125
0.56834114,0.43359375
0.56483173,0.44140625
0.5672394,0.48828125
0.5785582,0.43359375
0.56909287,0.47265625
0.5691802,0.453125
0.5719131,0.41015625
0.56435835,0.48828125
0.5766121,0.3671875
0.57374644,0.45703125
0.5668949,0.55859375
0.56686217,0.48828125
0.5761713,0.421875
0.5785874,0.33984375
0.56208074,0.44140625
0.5711187,0.37890625
0.56947213,0.44921875
0.5690572,0.50390625
0.5735689,0.421875
0.58015084,0.40234375
0.5646399,0.515625
0.56861335,0.453125
0.5715333,0.4140625
0.56482744,0.4765625
0.562988,0.51171875
0.5671333,0.3984375
0.57600486,0.41015625
0.56589735,0.5
0.5723791,0.421875
0.5767113,0.40625
0.56700563,0.47265625
0.5620545,0.48828125
0.5786511,0.375
0.5666373,0.5
0.56698424,0.37109375
0.5602584,0.453125
0.5707692,0.46484375
0.5685842,0.53515625
0.5635797,0.41015625
0.5732924,0.41796875
0.560484,0.57421875
0.5567384,0.5625
0.5803712,0.421875
0.5638907,0.4765625
0.5695507,0.44921875
0.55965614,0.51953125
0.5659584,0.48046875
0.56842816,0.4140625
0.56258714,0.5390625
0.57389486,0.41015625
0.55570185,0.5234375
0.56894326,0.41796875
0.5633455,0.51171875
0.56287664,0.484375
0.5691993,0.4140625
0.57434094,0.42578125
0.56988,0.4296875
0.57095075,0.4296875
0.5744374,0.390625
0.5658847,0.5
0.57852864,0.3203125
0.57649577,0.34765625
0.5695039,0.44140625
0.56456894,0.47265625
0.5651664,0.453125
0.57062846,0.43359375
0.564783,0.52734375
0.56029445,0.484375
0.5606944,0.4765625
0.5671097,0.50390625
0.5646483,0.4140625
0.5576985,0.5234375
0.5709828,0.3828125
0.56985044,0.49609375
0.56958807,0.4296875
