losses,recalls
0.5215374,0.446
0.52307224,0.462
0.51438725,0.536
0.52864975,0.48
0.51686,0.55
0.5238239,0.486
0.5205003,0.528
0.5157059,0.538
0.51998675,0.528
0.52070063,0.506
0.51603746,0.522
0.5167355,0.514
0.5207652,0.466
0.5266006,0.458
0.5215743,0.498
0.52475846,0.512
0.5254422,0.476
0.51344967,0.546
0.5197294,0.524
0.5174294,0.534
0.5206377,0.502
0.52044857,0.51
0.5217038,0.498
0.52179927,0.438
0.52064735,0.496
0.51618606,0.536
0.5215596,0.496
0.5238407,0.514
0.5257646,0.484
0.51712537,0.522
0.51162064,0.576
0.5106349,0.564
0.51823527,0.542
0.52350163,0.474
0.5105417,0.582
0.5171415,0.548
0.52223134,0.492
0.5150652,0.546
0.5227895,0.5
0.5110468,0.602
0.5120465,0.556
0.51789236,0.55
0.5166619,0.536
0.5186624,0.584
0.51842564,0.52
0.51962924,0.522
0.5145914,0.564
0.5111063,0.576
0.51141423,0.596
0.5208175,0.492
0.51868194,0.502
0.5162392,0.532
0.5224875,0.45
0.5168665,0.516
0.51382494,0.548
0.5174841,0.518
0.51434255,0.594
0.5123331,0.6
0.51615447,0.562
0.511103,0.582
0.5198238,0.478
0.52485377,0.496
0.5189012,0.484
0.5221228,0.476
0.52215916,0.496
0.51683366,0.552
0.5212551,0.482
0.5075705,0.57
0.5181886,0.564
0.51548064,0.57
0.5269262,0.438
0.5181135,0.538
0.5147512,0.566
0.5180234,0.54
0.51172394,0.52
0.5160368,0.508
0.51987064,0.542
0.5143477,0.574
0.52092904,0.502
0.5176327,0.518
0.5227666,0.476
0.5205245,0.494
0.5190292,0.52
0.5001479,0.688
0.5111704,0.572
0.52052915,0.508
0.5146133,0.55
0.51647806,0.498
0.5172832,0.552
0.5220088,0.476
0.52064437,0.512
0.5179499,0.55
0.52306837,0.464
0.5111219,0.606
0.51433355,0.522
0.5225584,0.46
0.5146796,0.542
0.51709104,0.482
0.5106431,0.576
0.5244197,0.506
0.5156676,0.544
0.51564986,0.54
0.523751,0.472
0.5119868,0.58
0.51832825,0.512
0.51425725,0.586
0.5201309,0.526
0.50442404,0.61
0.5102543,0.59
0.5140979,0.522
0.507051,0.61
0.5175325,0.502
0.50990266,0.582
0.5119344,0.55
0.51546484,0.58
0.5109103,0.58
0.5169631,0.506
0.51709193,0.54
0.50963247,0.556
0.5157,0.542
0.51173514,0.546
0.5149558,0.548
0.51442456,0.534
0.51514876,0.512
0.5216338,0.446
0.5068395,0.576
0.5188216,0.526
0.5120658,0.55
0.51476866,0.542
0.5130058,0.558
0.5119562,0.578
0.5113901,0.576
0.51658875,0.524
0.5171042,0.512
0.51279646,0.512
0.5141928,0.566
0.51005304,0.532
0.5153963,0.514
0.5111601,0.592
0.51831913,0.536
0.51899314,0.552
0.5197032,0.456
0.51136434,0.582
0.5119592,0.51
0.5084896,0.528
0.5108628,0.576
0.50782233,0.598
0.51986116,0.512
0.51744,0.518
0.50847787,0.594
0.51215017,0.546
0.5178823,0.494
0.51566124,0.552
0.5105193,0.53
0.5234872,0.488
0.5136319,0.558
0.5161411,0.54
0.51421726,0.558
0.5063285,0.622
0.5133962,0.546
0.51746374,0.55
0.51216125,0.554
0.5170196,0.524
0.5144326,0.544
0.5146531,0.496
0.51841927,0.544
0.5205578,0.502
0.5165179,0.558
0.51762784,0.526
0.5160616,0.572
0.5165825,0.53
0.5060982,0.63
0.5136752,0.584
0.5134647,0.552
0.5136288,0.532
0.5124243,0.566
0.50814575,0.568
0.51366854,0.536
0.5152147,0.504
0.51352507,0.536
0.51466537,0.528
0.5120969,0.564
0.5088586,0.57
0.51133996,0.578
0.5132897,0.556
0.50823396,0.588
0.5060055,0.632
0.5165108,0.524
0.5156941,0.54
0.51161945,0.564
0.5105106,0.584
0.5168525,0.552
0.51675075,0.54
0.512327,0.572
0.5154906,0.512
0.50997376,0.572
0.5188116,0.486
0.5162306,0.552
0.5110508,0.61
0.5121897,0.54
0.5217974,0.504
0.5150135,0.548
0.5077597,0.628
0.5179396,0.512
0.52099836,0.5
0.5233193,0.47
0.51282156,0.558
0.51676744,0.484
0.50778776,0.574
0.52349216,0.444
0.50666076,0.596
0.51117843,0.568
0.51349044,0.524
0.51918375,0.5
0.507917,0.598
0.51471376,0.58
0.5130115,0.576
0.5086311,0.576
0.516544,0.522
0.51438665,0.534
0.5104561,0.542
0.5138717,0.552
0.5161565,0.518
0.5050553,0.642
0.51839453,0.5
0.51144594,0.544
0.50469756,0.616
0.51121473,0.594
0.5134559,0.534
0.5199598,0.514
0.50557065,0.564
0.5185072,0.526
0.505593,0.606
0.50902903,0.598
0.51864153,0.534
0.51297665,0.512
0.51329243,0.484
0.5096176,0.568
0.50798815,0.582
0.51440763,0.56
0.50969934,0.614
0.510338,0.572
0.51177126,0.546
0.51078933,0.546
0.5080509,0.566
0.5060712,0.586
0.51294035,0.534
0.5098601,0.55
0.51362187,0.554
0.5142511,0.55
0.5083437,0.578
0.5149321,0.55
0.50695443,0.562
0.5143864,0.52
0.513722,0.54
0.5104872,0.548
0.51813734,0.516
0.51100683,0.576
0.5064694,0.57
0.5137351,0.558
0.515431,0.54
0.507426,0.58
0.5093162,0.57
0.5116783,0.554
0.5157896,0.528
0.51184255,0.548
0.5075309,0.588
0.51124436,0.546
0.5026975,0.656
0.50333,0.614
0.5096311,0.578
0.5120036,0.54
0.51331717,0.536
0.5063487,0.59
0.51365644,0.576
0.51040226,0.54
0.50356686,0.564
0.5086524,0.572
0.5108114,0.548
