epoch,training_losses,training_recalls,validation_loss_epoch_end,validation_recall_epoch_end
1,0.760046,0.10546875,0.6350997,0.2578125
1,0.89324856,0.21484375,0.6350997,0.2578125
1,0.9857478,0.1328125,0.6350997,0.2578125
1,1.0918876,0.21484375,0.6350997,0.2578125
1,1.0436832,0.171875,0.6350997,0.2578125
1,1.0741165,0.1171875,0.6350997,0.2578125
1,1.0491656,0.16796875,0.6350997,0.2578125
1,0.9979951,0.15625,0.6350997,0.2578125
1,0.96321636,0.18359375,0.6350997,0.2578125
1,0.9340148,0.1953125,0.6350997,0.2578125
1,0.940091,0.12890625,0.6350997,0.2578125
1,0.92868954,0.18359375,0.6350997,0.2578125
1,0.9023571,0.16796875,0.6350997,0.2578125
1,0.90431935,0.19921875,0.6350997,0.2578125
1,0.86752564,0.20703125,0.6350997,0.2578125
1,0.8340065,0.234375,0.6350997,0.2578125
1,0.85501283,0.1875,0.6350997,0.2578125
1,0.8321801,0.171875,0.6350997,0.2578125
1,0.81445545,0.1875,0.6350997,0.2578125
1,0.7985705,0.23828125,0.6350997,0.2578125
1,0.7955289,0.2734375,0.6350997,0.2578125
1,0.78308016,0.2578125,0.6350997,0.2578125
1,0.78235096,0.1796875,0.6350997,0.2578125
1,0.7935,0.234375,0.6350997,0.2578125
1,0.7653327,0.30078125,0.6350997,0.2578125
1,0.76470727,0.2578125,0.6350997,0.2578125
1,0.74929,0.27734375,0.6350997,0.2578125
1,0.76399946,0.26171875,0.6350997,0.2578125
1,0.7312994,0.30859375,0.6350997,0.2578125
1,0.7569295,0.21875,0.6350997,0.2578125
1,0.7387816,0.34765625,0.6350997,0.2578125
1,0.7534005,0.265625,0.6350997,0.2578125
1,0.7397992,0.296875,0.6350997,0.2578125
1,0.7333013,0.34375,0.6350997,0.2578125
1,0.73174083,0.2890625,0.6350997,0.2578125
1,0.7329925,0.2578125,0.6350997,0.2578125
1,0.7199849,0.3359375,0.6350997,0.2578125
1,0.7173923,0.32421875,0.6350997,0.2578125
1,0.7023511,0.3203125,0.6350997,0.2578125
1,0.72820675,0.28125,0.6350997,0.2578125
1,0.7032226,0.32421875,0.6350997,0.2578125
1,0.70558053,0.3203125,0.6350997,0.2578125
1,0.70710695,0.28125,0.6350997,0.2578125
1,0.71129763,0.2890625,0.6350997,0.2578125
1,0.69827455,0.29296875,0.6350997,0.2578125
1,0.6949606,0.3203125,0.6350997,0.2578125
1,0.70380753,0.296875,0.6350997,0.2578125
1,0.70549595,0.27734375,0.6350997,0.2578125
