losses,recalls
0.5112896,0.55
0.51184076,0.498
0.5092824,0.56
0.50964445,0.538
0.5124124,0.53
0.51891935,0.484
0.51636004,0.492
0.5122926,0.532
0.5086487,0.572
0.50475574,0.628
0.51227576,0.532
0.5062891,0.558
0.5128052,0.52
0.50313264,0.644
0.51159745,0.554
0.5113549,0.532
0.50757205,0.57
0.5092551,0.538
0.5105626,0.558
0.50924295,0.508
0.511737,0.552
0.50853723,0.588
0.5054722,0.542
0.51709384,0.504
0.51153624,0.55
0.5063238,0.586
0.5119445,0.524
0.51206964,0.56
0.51255095,0.536
0.510244,0.548
0.5074187,0.558
0.51396585,0.498
0.5100065,0.522
0.5126489,0.524
0.5028788,0.574
0.50829977,0.576
0.50893277,0.526
0.510081,0.552
0.51934403,0.452
0.51545614,0.498
0.50817555,0.568
0.5079982,0.566
0.5149279,0.53
0.51515955,0.528
0.51005113,0.538
0.51093966,0.526
0.51197994,0.538
0.51163685,0.492
0.5086195,0.592
0.51297235,0.526
0.5091234,0.558
0.50794727,0.574
0.50991756,0.548
0.50720537,0.544
0.5110497,0.536
0.5034621,0.6
0.51170796,0.542
0.50857186,0.578
0.5101881,0.568
0.51525456,0.484
0.5095693,0.562
0.5071964,0.576
0.50929356,0.568
0.5113716,0.534
0.49997738,0.608
0.5110743,0.49
0.49810553,0.64
0.5086812,0.534
0.5089548,0.55
0.5088242,0.544
0.5115294,0.51
0.5047917,0.552
0.50873286,0.522
0.5034866,0.594
0.50998396,0.516
0.5005615,0.584
0.50156814,0.582
0.5087277,0.536
0.504157,0.574
0.50300795,0.604
0.5065449,0.572
0.50110584,0.55
0.49937245,0.628
0.50091594,0.602
0.5022731,0.592
0.4994569,0.612
0.503551,0.582
0.50279856,0.588
0.5068827,0.554
0.50779676,0.564
0.51070625,0.564
0.5120139,0.55
0.499553,0.606
0.51316816,0.552
0.5041791,0.612
0.5046162,0.578
0.5154615,0.504
0.5077944,0.556
0.5084787,0.5
0.51010406,0.528
0.507837,0.58
0.5094441,0.512
0.5079562,0.57
0.5059771,0.57
0.5060467,0.514
