epoch,training_losses,training_recalls,validation_loss_epoch_end,validation_recall_epoch_end
1,0.6288533,0.28515625,0.54549944,0.3046875
1,0.6248954,0.28515625,0.54549944,0.3046875
1,0.6230192,0.33984375,0.54549944,0.3046875
1,0.61712044,0.26171875,0.54549944,0.3046875
1,0.6279102,0.31640625,0.54549944,0.3046875
1,0.6278096,0.359375,0.54549944,0.3046875
1,0.63015026,0.3203125,0.54549944,0.3046875
1,0.61882114,0.296875,0.54549944,0.3046875
1,0.6253575,0.3203125,0.54549944,0.3046875
1,0.63347965,0.3046875,0.54549944,0.3046875
1,0.6165086,0.3125,0.54549944,0.3046875
1,0.63188404,0.21484375,0.54549944,0.3046875
1,0.6200033,0.2890625,0.54549944,0.3046875
1,0.6328697,0.32421875,0.54549944,0.3046875
1,0.6301416,0.30078125,0.54549944,0.3046875
1,0.6350111,0.28125,0.54549944,0.3046875
1,0.63170433,0.24609375,0.54549944,0.3046875
1,0.6206857,0.32421875,0.54549944,0.3046875
1,0.6227104,0.32421875,0.54549944,0.3046875
1,0.6218656,0.30859375,0.54549944,0.3046875
1,0.6270183,0.3046875,0.54549944,0.3046875
1,0.6156966,0.3203125,0.54549944,0.3046875
1,0.61888695,0.359375,0.54549944,0.3046875
1,0.6223545,0.31640625,0.54549944,0.3046875
1,0.63995665,0.23046875,0.54549944,0.3046875
1,0.6119405,0.3515625,0.54549944,0.3046875
1,0.61482954,0.36328125,0.54549944,0.3046875
1,0.6377983,0.2578125,0.54549944,0.3046875
1,0.6226635,0.27734375,0.54549944,0.3046875
1,0.62814647,0.30859375,0.54549944,0.3046875
1,0.6274894,0.21875,0.54549944,0.3046875
1,0.61216974,0.30078125,0.54549944,0.3046875
1,0.6284255,0.27734375,0.54549944,0.3046875
1,0.6152526,0.29296875,0.54549944,0.3046875
1,0.6140358,0.32421875,0.54549944,0.3046875
1,0.6111307,0.31640625,0.54549944,0.3046875
1,0.6153992,0.33984375,0.54549944,0.3046875
1,0.6208845,0.33984375,0.54549944,0.3046875
1,0.61628306,0.3125,0.54549944,0.3046875
1,0.6063546,0.36328125,0.54549944,0.3046875
1,0.61286587,0.35546875,0.54549944,0.3046875
1,0.62863225,0.2265625,0.54549944,0.3046875
1,0.62529725,0.2421875,0.54549944,0.3046875
1,0.6229752,0.30078125,0.54549944,0.3046875
1,0.6143511,0.34375,0.54549944,0.3046875
1,0.6146406,0.2734375,0.54549944,0.3046875
1,0.6158823,0.3046875,0.54549944,0.3046875
1,0.6145701,0.28125,0.54549944,0.3046875
